"url","name"
"la19421194286/","LOAN ACT 1942 (NO. 1, 1942)"
"jra194221942396/","JUDICIARY (DIPLOMATIC REPRESENTATION) ACT 1942 (NO. 2, 1942)"
"iaopa194231942269/","INVALID AND OLD-AGE PENSIONS ACT 1942 (NO. 3, 1942)"
"maa194241942241/","MATERNITY ALLOWANCE ACT 1942 (NO. 4, 1942)"
"cea194251942183/","CHILD ENDOWMENT ACT 1942 (NO. 5, 1942)"
"staca194261942431/","SALES TAX (EXEMPTIONS AND CLASSIFICATIONS) ACT 1942 (NO. 6, 1942)"
"sta1194271942168/","SALES TAX ACT (NO 1) 1942 (NO. 7, 1942)"
"sta2194281942168/","SALES TAX ACT (NO 2) 1942 (NO. 8, 1942)"
"sta3194291942168/","SALES TAX ACT (NO 3) 1942 (NO. 9, 1942)"
"sta41942101942168/","SALES TAX ACT (NO 4) 1942 (NO. 10, 1942)"
"sta51942111942168/","SALES TAX ACT (NO 5) 1942 (NO. 11, 1942)"
"sta61942121942168/","SALES TAX ACT (NO 6) 1942 (NO. 12, 1942)"
"sta71942131942168/","SALES TAX ACT (NO 7) 1942 (NO. 13, 1942)"
"sta81942141942168/","SALES TAX ACT (NO 8) 1942 (NO. 14, 1942)"
"sta91942151942168/","SALES TAX ACT (NO 9) 1942 (NO. 15, 1942)"
"ea1942161942107/","EXCISE ACT 1942 (NO. 16, 1942)"
"gdaa1942171942276/","GIFT DUTY ASSESSMENT ACT 1942 (NO. 17, 1942)"
"edaa1942181942302/","ESTATE DUTY ASSESSMENT ACT 1942 (NO. 18, 1942)"
"wpa1942191942238/","WIDOWS' PENSIONS ACT 1942 (NO. 19, 1942)"
"sgtra1942201942425/","STATES GRANT (INCOME TAX REIMBURSEMENT) ACT 1942 (NO. 20, 1942)"
"itaa1942211942348/","INCOME TAX (WAR-TIME ARRANGEMENTS) ACT 1942 (NO. 21, 1942)"
"itaa1942221942267/","INCOME TAX ASSESSMENT ACT 1942 (NO. 22, 1942)"
"ita1942231942143/","INCOME TAX ACT 1942 (NO. 23, 1942)"
"dpeca1942241942357/","DAIRY PRODUCE EXPORT CONTROL ACT 1942 (NO. 24, 1942)"
"rseca1942251942307/","RABBIT SKINS EXPORT CHARGES ACT 1942 (NO. 25, 1942)"
"la21942261942113/","LOAN ACT (NO 2) 1942 (NO. 26, 1942)"
"iaopaa1942271942424/","INVALID AND OLD-AGE PENSIONS APPROPRIATION ACT 1942 (NO. 27, 1942)"
"wpaa1942281942345/","WAR PENSIONS APPROPRIATION ACT 1942 (NO. 28, 1942)"
"sa1194243291942178/","SUPPLY ACT (NO 1) 1942-43 (NO. 29, 1942)"
"aa2194142301942230/","APPROPRIATION ACT (NO 2) 1941-42 (NO. 30, 1942)"
"saa194041311942375/","SUPPLEMENTARY APPROPRIATION ACT 1940-41 (NO. 31, 1942)"
"saaba194041321942560/","SUPPLEMENTARY APPROPRIATION (WORKS AND BUILDINGS) ACT 1940-41 (NO. 32, 1942)"
"aba1942331942255/","AUSTRALIAN BROADCASTING ACT 1942 (NO. 33, 1942)"
"cbslfa1942341942415/","COMMERCIAL BROADCASTING STATIONS LICENCE FEES ACT 1942 (NO. 34, 1942)"
"la1942351942180/","LIGHTHOUSES ACT 1942 (NO. 35, 1942)"
"ctva1942361942302/","CUSTOMS TARIFF VALIDATION ACT 1942 (NO. 36, 1942)"
"ctava1942371942478/","CUSTOMS TARIFF (EXCHANGE ADJUSTMENT) VALIDATION ACT 1942 (NO. 37, 1942)"
"ctwdva1942381942465/","CUSTOMS TARIFF (SPECIAL WAR DUTY) VALIDATION ACT 1942 (NO. 38, 1942)"
"ctzpva1942391942482/","CUSTOMS TARIFF (NEW ZEALAND PREFERENCE) VALIDATION ACT 1942 (NO. 39, 1942)"
"ctpva1942401942426/","CUSTOMS TARIFF (CANADIAN PREFERENCE) VALIDATION ACT 1942 (NO. 40, 1942)"
"etaa1942411942377/","ENTERTAINMENTS TAX ASSESSMENT ACT 1942 (NO. 41, 1942)"
"eta1942421942253/","ENTERTAINMENTS TAX ACT 1942 (NO. 42, 1942)"
"sgtra1942431942553/","STATES GRANTS (ENTERTAINMENTS TAX REIMBURSEMENT) ACT 1942 (NO. 43, 1942)"
"aa194243441942203/","APPROPRIATION ACT 1942-43 (NO. 44, 1942)"
"aaba194243451942388/","APPROPRIATION (WORKS AND BUILDINGS) ACT 1942-43 (NO. 45, 1942)"
"sga1942461942199/","STATES GRANTS ACT 1942 (NO. 46, 1942)"
"la31942471942113/","LOAN ACT (NO 3) 1942 (NO. 47, 1942)"
"ptaa1942481942306/","PAY-ROLL TAX ASSESSMENT ACT 1942 (NO. 48, 1942)"
"bma1942491942161/","BLACK MARKETING ACT 1942 (NO. 49, 1942)"
"itaa21942501942294/","INCOME TAX ASSESSMENT ACT (NO 2) 1942 (NO. 50, 1942)"
"ita21942511942170/","INCOME TAX ACT (NO 2) 1942 (NO. 51, 1942)"
"wtaa1942521942376/","WAR-TIME (COMPANY) TAX ASSESSMENT ACT 1942 (NO. 52, 1942)"
"sa1942531942222/","SUPERANNUATION ACT 1942 (NO. 53, 1942)"
"staa11942541942292/","SALES TAX ASSESSMENT ACT (NO 1) 1942 (NO. 54, 1942)"
"wea1942551942259/","WOMEN'S EMPLOYMENT ACT 1942 (NO. 55, 1942)"
"sowaa1942561942406/","STATUTE OF WESTMINSTER ADOPTION ACT 1942 (NO. 56, 1942)"
"wsea1942571942243/","WAR SERVICE ESTATES ACT 1942 (NO. 57, 1942)"
"diaa1942581942349/","DAIRYING INDUSTRY ASSISTANCE ACT 1942 (NO. 58, 1942)"
